concept_en,pair_name,pair_class,src_lang,tgt_lang,group,view,peak_layer,peak_mass,onset_layer,auc
book,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,all,24,0.07237044970194499,-1,0.20753460776362925
book,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,first,22,0.0010972436284646392,-1,0.0024134087495593093
book,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,last,0,0.0,-1,0.0
book,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,all,22,0.00018287393807743987,-1,0.0004022347915932182
book,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,first,22,0.0010972436284646392,-1,0.0024134087495593093
book,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,last,0,0.0,-1,0.0
book,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,all,22,0.00018287393807743987,-1,0.0004022347915932182
book,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,first,27,0.8275241255760193,27,0.8766198056429233
book,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,last,0,0.0,-1,0.0
book,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,all,27,0.13792602760743952,27,0.153060125121822
book,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,first,1,0.0011417684145271778,-1,0.00546671610363661
book,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,last,0,0.0,-1,0.0
book,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,all,1,0.00019029473575452963,-1,0.0009111193506061016
book,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,first,25,0.8626499176025391,23,2.816095258454528
book,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,last,0,0.0,-1,0.0
book,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,all,25,0.14377498626708984,24,0.46934920974242134
book,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,first,22,0.07390798628330231,-1,0.0767685128049536
book,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,last,0,0.0,-1,0.0
book,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,all,22,0.012317997713883718,-1,0.012794752134158933
book,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,first,22,0.07390798628330231,-1,0.0767685128049536
book,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,last,0,0.0,-1,0.0
book,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,all,22,0.012317997713883718,-1,0.012794752134158933
book,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,first,27,0.49790775775909424,27,0.5772050284036663
book,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,last,27,0.9994444251060486,25,2.5771212783872883
book,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,all,27,0.739484171072642,25,1.6307287653086417
book,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,first,1,0.00011720687325578183,-1,0.0002513227177410622
book,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,last,0,0.0,-1,0.0
book,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,all,1,1.953447887596364e-05,-1,4.188711962351038e-05
book,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,first,24,0.4372164309024811,24,1.2369871907023686
book,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,last,0,0.0,-1,0.0
book,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,all,24,0.07286940515041351,-1,0.2061645317837281
book,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,first,26,0.013531148433685303,-1,0.030160533216292862
book,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,last,0,0.0,-1,0.0
book,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,all,26,0.0022551914056142173,-1,0.00502675553604881
book,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,first,26,0.013531148433685303,-1,0.030160533216292862
book,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,last,0,0.0,-1,0.0
book,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,all,26,0.0022551914056142173,-1,0.00502675553604881
book,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,first,27,0.9580211043357849,27,1.0021646434640996
book,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,last,27,0.9605176448822021,23,1.7612150790860142
book,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,all,27,0.9129546185334524,25,1.598999564219404
book,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,first,1,0.0011877258075401187,-1,0.005974670684803063
book,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,last,0,0.0,-1,0.0
book,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,all,1,0.00019795430125668645,-1,0.0009957784474671771
door,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,first,24,4.3575513700488955e-05,-1,0.00013223406849588448
door,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,last,0,0.0,-1,0.0
door,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,all,24,7.262585616748159e-06,-1,2.203901141598075e-05
door,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,first,26,0.01154731772840023,-1,0.03498848658850484
door,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,last,0,0.0,-1,0.0
door,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,all,26,0.0019245529547333717,-1,0.005831414431417473
door,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,first,26,0.01154731772840023,-1,0.03498848658850484
door,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,last,0,0.0,-1,0.0
door,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,all,26,0.0019245529547333717,-1,0.005831414431417473
door,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,first,27,0.9701284766197205,23,2.664969653199357
door,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,last,0,0.0,-1,0.0
door,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,all,27,0.32714420135861627,23,1.1793041934394919
door,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,first,22,0.0003341605479363352,-1,0.00040889504939078947
door,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,last,0,0.0,-1,0.0
door,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,all,22,5.569342465605587e-05,-1,6.81491748984649e-05
door,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,first,26,0.23601749539375305,24,0.8328143729627903
door,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,last,0,0.0,-1,0.0
door,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,all,26,0.039336249232292175,-1,0.1388023954937984
door,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,first,27,0.008456972427666187,-1,0.01534143499007179
door,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,last,0,0.0,-1,0.0
door,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,all,27,0.0014094954046110313,-1,0.0025569058316786313
door,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,first,27,0.008451739326119423,-1,0.013289980203124774
door,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,last,0,0.0,-1,0.0
door,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,all,27,0.0014086232210199039,-1,0.0022149967005207958
door,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,first,27,0.9468743801116943,27,1.0477670145101843
door,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,last,0,0.0,-1,0.0
door,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,all,27,0.15782880933087048,27,0.21662206829741118
door,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,first,27,1.8926233678939752e-05,-1,2.788228158839834e-05
door,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,last,0,0.0,-1,0.0
door,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,all,27,3.154372279823292e-06,-1,4.647046931399723e-06
door,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,first,26,2.4165889044525102e-05,-1,3.707609281150548e-05
door,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,last,0,0.0,-1,0.0
door,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,all,26,4.027648174087517e-06,-1,6.1793488019175795e-06
door,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,first,26,0.004661030601710081,-1,0.015650959639316397
door,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,last,0,0.0,-1,0.0
door,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,all,26,0.0007768384336183468,-1,0.0026084932732193997
door,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,first,22,0.0007093306048773229,-1,0.001733854115222755
door,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,last,0,0.0,-1,0.0
door,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,all,22,0.00011822176747955382,-1,0.00028897568587045913
door,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,first,25,0.6326755881309509,22,2.4492528448207422
door,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,last,0,0.0,-1,0.0
door,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,all,25,0.11080390090743701,25,0.4673937869144012
door,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,first,21,1.7485313946963288e-05,-1,8.29325799736047e-05
door,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,last,0,0.0,-1,0.0
door,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,all,21,2.914218991160548e-06,-1,1.3822096662267452e-05
door,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,first,24,0.014328647404909134,-1,0.02030580119041872
door,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,last,0,0.0,-1,0.0
door,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,all,24,0.002388107900818189,-1,0.00338430019840312
door,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,first,26,0.0833449512720108,-1,0.23371806471760692
door,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,last,0,0.0,-1,0.0
door,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,all,26,0.0138908252120018,-1,0.03895301078626782
door,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,first,27,0.06405740231275558,-1,0.1753024411124704
door,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,last,0,0.0,-1,0.0
door,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,all,27,0.010676233718792597,-1,0.029217073518745064
door,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,first,27,0.6571563482284546,23,1.5452534352871694
door,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,last,0,0.0,-1,0.0
door,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,all,27,0.10953410253387119,27,0.2681325970051188
door,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,first,27,5.87470140089863e-06,-1,1.3164946132571131e-05
door,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,last,0,0.0,-1,0.0
door,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,all,27,9.791169001497717e-07,-1,2.1941576887618552e-06
flower,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,first,24,0.8814730644226074,21,3.7327009476201676
flower,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,last,0,0.0,-1,0.0
flower,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,all,24,0.1469121774037679,23,0.6221168246033612
flower,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,first,27,0.02170364372432232,-1,0.02412313691425494
flower,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,last,0,0.0,-1,0.0
flower,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,all,27,0.00361727395405372,-1,0.00402052281904249
flower,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,first,27,0.02170364372432232,-1,0.02412313691425494
flower,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,last,0,0.0,-1,0.0
flower,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,all,27,0.00361727395405372,-1,0.00402052281904249
flower,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,first,27,0.6442598104476929,27,0.6499980941356966
flower,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,last,0,0.0,-1,0.0
flower,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,all,27,0.7411324679851532,23,1.9031818811108445
flower,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,first,11,0.00016360112931579351,-1,0.0005293449848309817
flower,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,last,0,0.0,-1,0.0
flower,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,all,11,2.7266854885965586e-05,-1,8.822416413849696e-05
flower,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,first,24,0.4586144983768463,21,1.040598282780027
flower,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,last,0,0.0,-1,0.0
flower,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,all,24,0.07643574972947438,-1,0.1734330471300045
flower,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,first,26,0.0380922295153141,-1,0.07342011100233892
flower,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,last,0,0.0,-1,0.0
flower,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,all,26,0.006348704919219017,-1,0.012236685167056486
flower,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,first,26,0.0380922295153141,-1,0.07342011100233892
flower,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,last,0,0.0,-1,0.0
flower,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,all,26,0.006348704919219017,-1,0.012236685167056486
flower,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,first,27,0.9130560159683228,25,1.4219062335694146
flower,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,last,27,0.9965100884437561,25,1.7467371574066135
flower,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,all,27,0.8523698548475901,23,2.236599588959973
flower,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,first,26,0.000457100773928687,-1,0.0009854779282960635
flower,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,last,0,0.0,-1,0.0
flower,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,all,26,7.618346232144783e-05,-1,0.00016424632138267728
flower,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,first,23,0.14291396737098694,23,0.37880779008745724
flower,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,last,0,0.0,-1,0.0
flower,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,all,23,0.023818994561831158,-1,0.06313463168124286
flower,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,first,26,0.01727445423603058,-1,0.03467923405261564
flower,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,last,0,0.0,-1,0.0
flower,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,all,26,0.0028790757060050964,-1,0.005779872342102606
flower,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,first,26,0.03203785791993141,-1,0.08068232001364883
flower,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,last,0,0.0,-1,0.0
flower,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,all,26,0.005339642986655235,-1,0.013447053335608139
flower,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,first,27,0.6484354734420776,22,2.098799529133217
flower,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,last,0,0.0,-1,0.0
flower,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,all,27,0.21487236768007278,24,0.8896242767416348
flower,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,first,27,0.00010662198474165052,-1,0.0001614271024166225
flower,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,last,0,0.0,-1,0.0
flower,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,all,27,1.7770330790275086e-05,-1,2.6904517069437084e-05
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,first,24,0.1962433159351349,24,0.30988236622170523
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,last,0,0.0,-1,0.0
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,all,24,0.032707219322522484,-1,0.051647061036950874
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,first,26,0.06869059056043625,-1,0.16402165630627907
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,last,0,0.0,-1,0.0
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,all,26,0.011448431760072708,-1,0.02733694271771318
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,first,26,0.06869059056043625,-1,0.16402165630627907
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,last,0,0.0,-1,0.0
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,all,26,0.011448431760072708,-1,0.02733694271771318
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,first,27,0.7565335035324097,24,1.412223324251786
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,last,27,0.9931678175926208,25,1.356900475645162
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,all,27,0.8714742859204611,23,2.2060708885584797
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,first,26,0.0002950080088339746,-1,0.0007804461025315845
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,last,0,0.0,-1,0.0
flower,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,all,26,4.91680014723291e-05,-1,0.00013007435042193075
house,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,first,26,2.7735446565202437e-05,-1,8.329143813234907e-05
house,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,last,0,0.0,-1,0.0
house,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,all,26,4.622574427533739e-06,-1,1.3881906355391509e-05
house,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,first,26,0.00714620016515255,-1,0.014051314177706331
house,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,last,0,0.0,-1,0.0
house,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,all,26,0.0011910333608587582,-1,0.0023418856962843884
house,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,first,26,0.006980421487241983,-1,0.013137495880167105
house,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,last,0,0.0,-1,0.0
house,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,all,26,0.0011634035812069972,-1,0.0021895826466945176
house,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,first,27,0.9834796190261841,23,2.265867931628687
house,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,last,0,0.0,-1,0.0
house,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,all,27,0.16559866986547908,23,0.5270695435788937
house,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,first,27,0.00037678072112612426,-1,0.0019175912901800984
house,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,last,0,0.0,-1,0.0
house,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,all,27,6.279678685435404e-05,-1,0.0003195985483633498
house,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,first,24,0.5534848570823669,24,1.4483633405954843
house,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,last,0,0.0,-1,0.0
house,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,all,24,0.09224747618039449,-1,0.24139389009924742
house,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,first,26,0.007821534760296345,-1,0.010553262334383362
house,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,last,0,0.0,-1,0.0
house,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,all,26,0.0013035891267160575,-1,0.0017588770557305604
house,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,first,26,0.007821534760296345,-1,0.010553262334383362
house,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,last,0,0.0,-1,0.0
house,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,all,26,0.0013035891267160575,-1,0.0017588770557305604
house,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,first,27,0.9666324257850647,23,1.7335117980781232
house,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,last,0,0.0,-1,0.0
house,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,all,27,0.16110955453556622,27,0.28926601349282255
house,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,first,26,0.00017913147166837007,-1,0.0002533295073088304
house,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,last,0,0.0,-1,0.0
house,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,all,26,2.9855245278061677e-05,-1,4.222158455147173e-05
house,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,first,24,0.9976330995559692,22,3.9864875118846506
house,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,last,0,0.0,-1,0.0
house,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,all,24,0.16627218325932822,23,0.6644145853141085
house,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,first,27,0.0008087320602498949,-1,0.0012282649456881768
house,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,last,0,0.0,-1,0.0
house,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,all,27,0.00013478867670831582,-1,0.00020471082428136282
house,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,first,27,0.000808708427939564,-1,0.0012326251952278749
house,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,last,0,0.0,-1,0.0
house,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,all,27,0.00013478473798992732,-1,0.00020543753253797915
